Year,Nest.ID,Spec,Field,Ref,Date,Julian,Visit_Interval,expos,Survive (evi),survive,trials,Egg,Landscape,Dist,GRASS,MCM,Dist.Edge,Nht,Robel,DeadVeg,Forb,Area,PeriAreaR,C.Man,Y.Man,MeanPC1,MeanPC2,SDPC1,Ag.Edge,For.Edge,Grass.100,For.1600,Grass.1600,TE.1600
2011,DM2-RWBL11,RWBL,DM-2,1/1/2011,5/30/2011,-0.862559293,1,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.980528624,-0.302362937,-0.386610197,0.20447487,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL11,RWBL,DM-2,1/1/2011,6/3/2011,-0.650952855,2,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.980528624,-0.302362937,-0.386610197,0.20447487,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL11,RWBL,DM-2,1/1/2011,6/7/2011,-0.439346418,3,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.980528624,-0.302362937,-0.386610197,0.20447487,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL11,RWBL,DM-2,1/1/2011,6/10/2011,-0.28064159,4,3,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.980528624,-0.302362937,-0.386610197,0.20447487,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL11,RWBL,DM-2,1/1/2011,6/13/2011,-0.121936762,5,3,FAIL,0,1,NTLG,BH,Control,Brome,Disk,0.980528624,-0.302362937,-0.386610197,0.20447487,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL12,RWBL,DM-2,1/1/2011,5/31/2011,-0.809657683,1,5,FAIL,0,1,EGG,BH,Control,Brome,Disk,1.294344763,-1.18430513,-1.103714153,-0.651212254,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL13,RWBL,DM-2,1/1/2011,5/30/2011,-0.862559293,1,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.821006601,-0.390557156,-0.386610197,-0.651212254,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL13,RWBL,DM-2,1/1/2011,6/3/2011,-0.650952855,2,4,FAIL,0,1,EGG,BH,Control,Brome,Disk,0.821006601,-0.390557156,-0.386610197,-0.651212254,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL14,RWBL,DM-2,1/1/2011,5/30/2011,-0.862559293,1,4,FAIL,0,1,EGG,BH,Control,Brome,Disk,0.582293042,-1.09611091,-0.530030988,1.744711695,1.282102354,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL15,RWBL,DM-2,1/1/2011,5/30/2011,-0.862559293,1,4,FAIL,0,1,EGG,BH,Control,Brome,Disk,0.103281431,-0.875625362,-0.530030988,-0.651212254,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL16,RWBL,DM-2,1/1/2011,5/30/2011,-0.862559293,1,4,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,-0.776884995,-1.09611091,-0.816872571,1.744711695,-1.335329548,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL16,RWBL,DM-2,1/1/2011,6/3/2011,-0.650952855,2,4,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,-0.776884995,-1.09611091,-0.816872571,1.744711695,-1.335329548,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL16,RWBL,DM-2,1/1/2011,6/7/2011,-0.439346418,3,4,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,-0.776884995,-1.09611091,-0.816872571,1.744711695,-1.335329548,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL16,RWBL,DM-2,1/1/2011,6/10/2011,-0.28064159,4,3,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,-0.776884995,-1.09611091,-0.816872571,1.744711695,-1.335329548,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL17,RWBL,DM-2,1/1/2011,5/30/2011,-0.862559293,1,4,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,0.169828007,-1.007916691,-0.338803267,1.744711695,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL17,RWBL,DM-2,1/1/2011,6/3/2011,-0.650952855,2,4,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,0.169828007,-1.007916691,-0.338803267,1.744711695,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL17,RWBL,DM-2,1/1/2011,6/7/2011,-0.439346418,3,4,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,0.169828007,-1.007916691,-0.338803267,1.744711695,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL17,RWBL,DM-2,1/1/2011,6/13/2011,-0.121936762,4,6,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,0.169828007,-1.007916691,-0.338803267,1.744711695,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL18,RWBL,DM-2,1/1/2011,5/30/2011,-0.862559293,1,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,-0.788894288,-0.743334033,-1.151521084,0.20447487,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL18,RWBL,DM-2,1/1/2011,6/3/2011,-0.650952855,2,4,FAIL,0,1,EGG,BH,Control,Brome,Disk,-0.788894288,-0.743334033,-1.151521084,0.20447487,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL20,RWBL,DM-2,1/1/2011,5/30/2011,-0.862559293,1,4,FAIL,0,1,NTLG,BH,Control,Brome,Disk,0.227873136,-1.272499349,-0.816872571,0.20447487,-1.335329548,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL30,RWBL,DM-2,1/1/2011,6/17/2011,0.089669676,1,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.192808426,0.00631683,0.760756133,-0.651212254,1.282102354,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL30,RWBL,DM-2,1/1/2011,6/20/2011,0.248374504,2,3,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.192808426,0.00631683,0.760756133,-0.651212254,1.282102354,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL30,RWBL,DM-2,1/1/2011,6/23/2011,0.407079332,3,3,FAIL,0,1,EGG,BH,Control,Brome,Disk,0.192808426,0.00631683,0.760756133,-0.651212254,1.282102354,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL4,RWBL,DM-2,1/1/2011,5/30/2011,-0.862559293,1,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.241548133,-0.434654266,0.043652177,1.744711695,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL4,RWBL,DM-2,1/1/2011,6/3/2011,-0.650952855,2,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.241548133,-0.434654266,0.043652177,1.744711695,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL4,RWBL,DM-2,1/1/2011,6/7/2011,-0.439346418,3,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.241548133,-0.434654266,0.043652177,1.744711695,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL4,RWBL,DM-2,1/1/2011,6/13/2011,-0.121936762,4,6,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,0.241548133,-0.434654266,0.043652177,1.744711695,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL4,RWBL,DM-2,1/1/2011,6/17/2011,0.089669676,5,4,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,0.241548133,-0.434654266,0.043652177,1.744711695,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL4,RWBL,DM-2,1/1/2011,6/20/2011,0.248374504,6,3,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,0.241548133,-0.434654266,0.043652177,1.744711695,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL40,RWBL,DM-2,1/1/2011,7/1/2011,0.830292207,1,2,FAIL,0,1,NTLG,BH,Control,Brome,Disk,-1.160413414,0.359093708,0.617335342,-0.651212254,0.171676698,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL41,RWBL,DM-2,1/1/2011,7/1/2011,0.830292207,1,3,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,-0.439314404,0.05041394,-0.147575545,0.20447487,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL41,RWBL,DM-2,1/1/2011,7/5/2011,1.041898645,2,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,-0.439314404,0.05041394,-0.147575545,0.20447487,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL41,RWBL,DM-2,1/1/2011,7/8/2011,1.200603473,3,3,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,-0.439314404,0.05041394,-0.147575545,0.20447487,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL41,RWBL,DM-2,1/1/2011,7/12/2011,1.41220991,4,4,FAIL,0,1,EGG,BH,Control,Brome,Disk,-0.439314404,0.05041394,-0.147575545,0.20447487,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL42,RWBL,DM-2,1/1/2011,7/1/2011,0.830292207,1,2,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.558019972,1.549715668,2.194964045,0.20447487,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL42,RWBL,DM-2,1/1/2011,7/5/2011,1.041898645,2,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.558019972,1.549715668,2.194964045,0.20447487,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL42,RWBL,DM-2,1/1/2011,7/8/2011,1.200603473,3,3,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,0.558019972,1.549715668,2.194964045,0.20447487,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL43,RWBL,DM-2,1/1/2011,7/1/2011,0.830292207,1,2,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,0.734040634,1.549715668,0.47391455,1.744711695,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL43,RWBL,DM-2,1/1/2011,7/5/2011,1.041898645,2,4,FAIL,0,1,NTLG,BH,Control,Brome,Disk,0.734040634,1.549715668,0.47391455,1.744711695,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL44,RWBL,DM-2,1/1/2011,6/27/2011,0.61868577,1,4,FAIL,0,1,EGG,BH,Control,Brome,Disk,0.326288689,0.359093708,0.712949202,-0.651212254,0.171676698,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL45,RWBL,DM-2,1/1/2011,6/27/2011,0.61868577,1,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,1.188106241,1.990686764,0.47391455,0.20447487,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL45,RWBL,DM-2,1/1/2011,7/1/2011,0.830292207,2,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,1.188106241,1.990686764,0.47391455,0.20447487,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL45,RWBL,DM-2,1/1/2011,7/5/2011,1.041898645,3,4,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,1.188106241,1.990686764,0.47391455,0.20447487,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL45,RWBL,DM-2,1/1/2011,7/8/2011,1.200603473,4,3,FAIL,0,1,NTLG,BH,Control,Brome,Disk,1.188106241,1.990686764,0.47391455,0.20447487,-0.621484484,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL47,RWBL,DM-2,1/1/2011,7/1/2011,0.830292207,1,2,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,1.086990653,0.359093708,0.665142272,0.20447487,0.171676698,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL47,RWBL,DM-2,1/1/2011,7/5/2011,1.041898645,2,4,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,1.086990653,0.359093708,0.665142272,0.20447487,0.171676698,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL47,RWBL,DM-2,1/1/2011,7/8/2011,1.200603473,3,3,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,1.086990653,0.359093708,0.665142272,0.20447487,0.171676698,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL47,RWBL,DM-2,1/1/2011,7/12/2011,1.41220991,4,4,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,1.086990653,0.359093708,0.665142272,0.20447487,0.171676698,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL48,RWBL,DM-2,1/1/2011,7/1/2011,0.830292207,1,2,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.16701551,-0.346460047,1.430053159,1.744711695,0.171676698,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL48,RWBL,DM-2,1/1/2011,7/5/2011,1.041898645,2,4,SURVIVE,1,1,NTLG,BH,Control,Brome,Disk,0.16701551,-0.346460047,1.430053159,1.744711695,0.171676698,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL48,RWBL,DM-2,1/1/2011,7/8/2011,1.200603473,3,3,FAIL,0,1,NTLG,BH,Control,Brome,Disk,0.16701551,-0.346460047,1.430053159,1.744711695,0.171676698,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL5,RWBL,DM-2,1/1/2011,5/30/2011,-0.862559293,1,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,1.024874309,0.359093708,0.139266037,0.20447487,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL5,RWBL,DM-2,1/1/2011,6/3/2011,-0.650952855,2,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,1.024874309,0.359093708,0.139266037,0.20447487,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL5,RWBL,DM-2,1/1/2011,6/7/2011,-0.439346418,3,4,FAIL,0,1,EGG,BH,Control,Brome,Disk,1.024874309,0.359093708,0.139266037,0.20447487,0.885521762,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL50,RWBL,DM-2,1/1/2011,5/30/2011,-0.862559293,1,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.716246508,-0.302362937,-0.147575545,-0.651212254,0.171676698,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL50,RWBL,DM-2,1/1/2011,6/3/2011,-0.650952855,2,4,FAIL,0,1,EGG,BH,Control,Brome,Disk,0.716246508,-0.302362937,-0.147575545,-0.651212254,0.171676698,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL7,RWBL,DM-2,1/1/2011,5/30/2011,-0.862559293,1,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.313619995,-0.522848485,-0.099768615,-0.651212254,0.171676698,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL7,RWBL,DM-2,1/1/2011,6/3/2011,-0.650952855,2,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.313619995,-0.522848485,-0.099768615,-0.651212254,0.171676698,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
2011,DM2-RWBL7,RWBL,DM-2,1/1/2011,6/7/2011,-0.439346418,3,4,SURVIVE,1,1,EGG,BH,Control,Brome,Disk,0.313619995,-0.522848485,-0.099768615,-0.651212254,0.171676698,0.636754699,0.909693672,-1.079570571,-1.069360963,1.267737417,0.487599532,0.441859906,-0.001935479,1.376946722,-0.030451017,-0.824141242,-0.690729368,0.154625629
