Year,Nest.ID,Spec,Field,Ref,Date,Visit_Interval,expos,Survive (evi),survive,trials,Egg,Landscape,Dist,GRASS,MCM,Julian,Dist.Edge,Nht,Robel,DeadVeg,Forb,Area,PeriAreaR,C.Man,Y.Man,MeanPC1,MeanPC2,SDPC1,Ag.Edge,For.Edge,Grass.100,For.1600,Grass.1600,TE.1600
2011,JS2S-EAME2,EAME,JS-2S,1/1/2011,6/13/2011,2,4,SURVIVE,1,1,EGG,KEW,Control,Brome,Spray,0.055550384,-1.101278323,-0.480681631,-0.143643577,3.265591495,-0.710548686,-2.564169344,1.335761468,-1.170201675,-1.000511137,0.943633973,-0.116035829,-1.249961767,0.960009993,-0.74396485,0.215020006,1.107003458,0.10521381,1.403729263
2011,JS2S-EAME2,EAME,JS-2S,1/1/2011,6/17/2011,3,4,SURVIVE,1,1,EGG,KEW,Control,Brome,Spray,0.294777184,-1.101278323,-0.480681631,-0.143643577,3.265591495,-0.710548686,-2.564169344,1.335761468,-1.170201675,-1.000511137,0.943633973,-0.116035829,-1.249961767,0.960009993,-0.74396485,0.215020006,1.107003458,0.10521381,1.403729263
2011,JS2S-EAME2,EAME,JS-2S,1/1/2011,6/20/2011,4,3,SURVIVE,1,1,NTLG,KEW,Control,Brome,Spray,0.474197284,-1.101278323,-0.480681631,-0.143643577,3.265591495,-0.710548686,-2.564169344,1.335761468,-1.170201675,-1.000511137,0.943633973,-0.116035829,-1.249961767,0.960009993,-0.74396485,0.215020006,1.107003458,0.10521381,1.403729263
2011,JS2S-EAME2,EAME,JS-2S,1/1/2011,6/24/2011,5,4,SURVIVE,1,1,NTLG,KEW,Control,Brome,Spray,0.713424084,-1.101278323,-0.480681631,-0.143643577,3.265591495,-0.710548686,-2.564169344,1.335761468,-1.170201675,-1.000511137,0.943633973,-0.116035829,-1.249961767,0.960009993,-0.74396485,0.215020006,1.107003458,0.10521381,1.403729263
2011,JS2S-EAME2,EAME,JS-2S,1/1/2011,6/27/2011,6,3,SURVIVE,1,1,NTLG,KEW,Control,Brome,Spray,0.892844185,-1.101278323,-0.480681631,-0.143643577,3.265591495,-0.710548686,-2.564169344,1.335761468,-1.170201675,-1.000511137,0.943633973,-0.116035829,-1.249961767,0.960009993,-0.74396485,0.215020006,1.107003458,0.10521381,1.403729263
2011,JS2S-EAME2,EAME,JS-2S,1/1/2011,7/1/2011,7,4,SURVIVE,1,1,NTLG,KEW,Control,Brome,Spray,1.132070985,-1.101278323,-0.480681631,-0.143643577,3.265591495,-0.710548686,-2.564169344,1.335761468,-1.170201675,-1.000511137,0.943633973,-0.116035829,-1.249961767,0.960009993,-0.74396485,0.215020006,1.107003458,0.10521381,1.403729263
2011,JS2S-EAME3,EAME,JS-2S,1/1/2011,6/9/2011,1,3,SURVIVE,1,1,EGG,KEW,Control,Brome,Spray,-0.183676416,-0.887256811,-0.480681631,-0.032930947,-0.210456781,-0.120399126,-2.564169344,1.335761468,-1.170201675,-1.000511137,0.943633973,-0.116035829,-1.249961767,0.960009993,-0.74396485,0.215020006,1.107003458,0.10521381,1.403729263
2011,JS2S-EAME3,EAME,JS-2S,1/1/2011,6/13/2011,2,4,SURVIVE,1,1,EGG,KEW,Control,Brome,Spray,0.055550384,-0.887256811,-0.480681631,-0.032930947,-0.210456781,-0.120399126,-2.564169344,1.335761468,-1.170201675,-1.000511137,0.943633973,-0.116035829,-1.249961767,0.960009993,-0.74396485,0.215020006,1.107003458,0.10521381,1.403729263
2011,JS2S-EAME3,EAME,JS-2S,1/1/2011,6/17/2011,3,4,FAIL,0,1,EGG,KEW,Control,Brome,Spray,0.294777184,-0.887256811,-0.480681631,-0.032930947,-0.210456781,-0.120399126,-2.564169344,1.335761468,-1.170201675,-1.000511137,0.943633973,-0.116035829,-1.249961767,0.960009993,-0.74396485,0.215020006,1.107003458,0.10521381,1.403729263
2011,JS2S-EAME4,EAME,JS-2S,1/1/2011,6/9/2011,1,3,SURVIVE,1,1,NTLG,KEW,Control,Brome,Spray,-0.183676416,-1.044745211,-0.480681631,-0.143643577,-0.831179687,0.941870083,-2.564169344,1.335761468,-1.170201675,-1.000511137,0.943633973,-0.116035829,-1.249961767,0.960009993,-0.74396485,0.215020006,1.107003458,0.10521381,1.403729263
2011,JS2S-EAME4,EAME,JS-2S,1/1/2011,6/13/2011,2,4,SURVIVE,1,1,NTLG,KEW,Control,Brome,Spray,0.055550384,-1.044745211,-0.480681631,-0.143643577,-0.831179687,0.941870083,-2.564169344,1.335761468,-1.170201675,-1.000511137,0.943633973,-0.116035829,-1.249961767,0.960009993,-0.74396485,0.215020006,1.107003458,0.10521381,1.403729263
2011,JS2S-EAME4,EAME,JS-2S,1/1/2011,6/17/2011,3,4,SURVIVE,1,1,NTLG,KEW,Control,Brome,Spray,0.294777184,-1.044745211,-0.480681631,-0.143643577,-0.831179687,0.941870083,-2.564169344,1.335761468,-1.170201675,-1.000511137,0.943633973,-0.116035829,-1.249961767,0.960009993,-0.74396485,0.215020006,1.107003458,0.10521381,1.403729263
2011,LA2E-EAME1,EAME,LA-2E,1/1/2011,5/25/2011,1,4,SURVIVE,1,1,NTLG,BH,Control,Brome,Spray,-1.080776917,-0.247711681,-0.480681631,0.631344837,0.906844451,0.941870083,0.633875393,-0.070597475,-1.170201675,-1.000511137,0.109769554,-0.796776493,0.086402708,0.756567155,-0.5702546,0.379666612,-0.71240482,1.382491914,0.432842802
2011,LA2E-EAME1,EAME,LA-2E,1/1/2011,5/30/2011,2,5,SURVIVE,1,1,NTLG,BH,Control,Brome,Spray,-0.781743417,-0.247711681,-0.480681631,0.631344837,0.906844451,0.941870083,0.633875393,-0.070597475,-1.170201675,-1.000511137,0.109769554,-0.796776493,0.086402708,0.756567155,-0.5702546,0.379666612,-0.71240482,1.382491914,0.432842802
2011,LA2E-EAME1,EAME,LA-2E,1/1/2011,6/1/2011,3,2,SURVIVE,1,1,NTLG,BH,Control,Brome,Spray,-0.662130017,-0.247711681,-0.480681631,0.631344837,0.906844451,0.941870083,0.633875393,-0.070597475,-1.170201675,-1.000511137,0.109769554,-0.796776493,0.086402708,0.756567155,-0.5702546,0.379666612,-0.71240482,1.382491914,0.432842802
2011,LA2E-EAME1,EAME,LA-2E,1/1/2011,6/3/2011,4,2,SURVIVE,1,1,NTLG,BH,Control,Brome,Spray,-0.542516617,-0.247711681,-0.480681631,0.631344837,0.906844451,0.941870083,0.633875393,-0.070597475,-1.170201675,-1.000511137,0.109769554,-0.796776493,0.086402708,0.756567155,-0.5702546,0.379666612,-0.71240482,1.382491914,0.432842802
2011,LA2E-EAME11,EAME,LA-2E,1/1/2011,6/27/2011,1,6,SURVIVE,1,1,EGG,BH,Control,Brome,Spray,0.892844185,-1.52762355,-0.480681631,0.409919575,-0.831179687,-0.710548686,0.633875393,-0.070597475,-1.170201675,-1.000511137,0.109769554,-0.796776493,0.086402708,0.756567155,-0.5702546,0.379666612,-0.71240482,1.382491914,0.432842802
2011,LA2E-EAME11,EAME,LA-2E,1/1/2011,7/1/2011,2,4,SURVIVE,1,1,EGG,BH,Control,Brome,Spray,1.132070985,-1.52762355,-0.480681631,0.409919575,-0.831179687,-0.710548686,0.633875393,-0.070597475,-1.170201675,-1.000511137,0.109769554,-0.796776493,0.086402708,0.756567155,-0.5702546,0.379666612,-0.71240482,1.382491914,0.432842802
2011,LA2E-EAME11,EAME,LA-2E,1/1/2011,7/9/2011,3,8,SURVIVE,1,1,NTLG,BH,Control,Brome,Spray,1.610524585,-1.52762355,-0.480681631,0.409919575,-0.831179687,-0.710548686,0.633875393,-0.070597475,-1.170201675,-1.000511137,0.109769554,-0.796776493,0.086402708,0.756567155,-0.5702546,0.379666612,-0.71240482,1.382491914,0.432842802
2011,LA2E-EAME11,EAME,LA-2E,1/1/2011,7/12/2011,4,3,SURVIVE,1,1,NTLG,BH,Control,Brome,Spray,1.789944685,-1.52762355,-0.480681631,0.409919575,-0.831179687,-0.710548686,0.633875393,-0.070597475,-1.170201675,-1.000511137,0.109769554,-0.796776493,0.086402708,0.756567155,-0.5702546,0.379666612,-0.71240482,1.382491914,0.432842802
2011,LA2E-EAME11,EAME,LA-2E,1/1/2011,7/15/2011,5,3,SURVIVE,1,1,NTLG,BH,Control,Brome,Spray,1.969364785,-1.52762355,-0.480681631,0.409919575,-0.831179687,-0.710548686,0.633875393,-0.070597475,-1.170201675,-1.000511137,0.109769554,-0.796776493,0.086402708,0.756567155,-0.5702546,0.379666612,-0.71240482,1.382491914,0.432842802
2011,LA2E-EAME2,EAME,LA-2E,1/1/2011,5/25/2011,1,4,SURVIVE,1,1,EGG,BH,Control,Brome,Spray,-1.080776917,-0.706977617,-0.480681631,-0.365068838,-0.831179687,-0.120399126,0.633875393,-0.070597475,-1.170201675,-1.000511137,0.109769554,-0.796776493,0.086402708,0.756567155,-0.5702546,0.379666612,-0.71240482,1.382491914,0.432842802
2011,LA2E-EAME2,EAME,LA-2E,1/1/2011,5/28/2011,2,3,SURVIVE,1,1,EGG,BH,Control,Brome,Spray,-0.901356817,-0.706977617,-0.480681631,-0.365068838,-0.831179687,-0.120399126,0.633875393,-0.070597475,-1.170201675,-1.000511137,0.109769554,-0.796776493,0.086402708,0.756567155,-0.5702546,0.379666612,-0.71240482,1.382491914,0.432842802
2011,LA2E-EAME2,EAME,LA-2E,1/1/2011,5/30/2011,3,2,SURVIVE,1,1,NTLG,BH,Control,Brome,Spray,-0.781743417,-0.706977617,-0.480681631,-0.365068838,-0.831179687,-0.120399126,0.633875393,-0.070597475,-1.170201675,-1.000511137,0.109769554,-0.796776493,0.086402708,0.756567155,-0.5702546,0.379666612,-0.71240482,1.382491914,0.432842802
2011,LA2E-EAME2,EAME,LA-2E,1/1/2011,6/3/2011,4,4,FAIL,0,1,NTLG,BH,Control,Brome,Spray,-0.542516617,-0.706977617,-0.480681631,-0.365068838,-0.831179687,-0.120399126,0.633875393,-0.070597475,-1.170201675,-1.000511137,0.109769554,-0.796776493,0.086402708,0.756567155,-0.5702546,0.379666612,-0.71240482,1.382491914,0.432842802
2011,LA2E-RNEP1,RNEP,LA-2E,1/1/2011,5/30/2011,1,5,SURVIVE,1,1,NTLG,BH,Control,Brome,Spray,-0.781743417,-0.709883314,-0.480681631,1.627758511,-0.210456781,-0.120399126,0.633875393,-0.070597475,-1.170201675,-1.000511137,0.109769554,-0.796776493,0.086402708,0.756567155,-0.5702546,0.379666612,-0.71240482,1.382491914,0.432842802
2011,LA2W-EAME001,EAME,LA-2W,1/1/2011,5/25/2011,1,4,SURVIVE,1,1,EGG,BH,Control,Brome,Spray/Seed,-1.080776917,-0.32882115,-0.480681631,0.409919575,-0.831179687,2.122169203,-0.496973053,-0.369340324,-1.170201675,-1.000511137,-0.559114957,-0.539099606,1.097183619,-0.307718701,-0.653920115,-0.174469596,-0.779274271,1.579116667,0.282970982
2011,LA2W-EAME001,EAME,LA-2W,1/1/2011,5/28/2011,2,3,SURVIVE,1,1,EGG,BH,Control,Brome,Spray/Seed,-0.901356817,-0.32882115,-0.480681631,0.409919575,-0.831179687,2.122169203,-0.496973053,-0.369340324,-1.170201675,-1.000511137,-0.559114957,-0.539099606,1.097183619,-0.307718701,-0.653920115,-0.174469596,-0.779274271,1.579116667,0.282970982
2011,LA2W-EAME001,EAME,LA-2W,1/1/2011,5/30/2011,3,2,SURVIVE,1,1,NTLG,BH,Control,Brome,Spray/Seed,-0.781743417,-0.32882115,-0.480681631,0.409919575,-0.831179687,2.122169203,-0.496973053,-0.369340324,-1.170201675,-1.000511137,-0.559114957,-0.539099606,1.097183619,-0.307718701,-0.653920115,-0.174469596,-0.779274271,1.579116667,0.282970982
2011,LA2W-EAME001,EAME,LA-2W,1/1/2011,6/2/2011,4,3,FAIL,0,1,NTLG,BH,Control,Brome,Spray/Seed,-0.602323317,-0.32882115,-0.480681631,0.409919575,-0.831179687,2.122169203,-0.496973053,-0.369340324,-1.170201675,-1.000511137,-0.559114957,-0.539099606,1.097183619,-0.307718701,-0.653920115,-0.174469596,-0.779274271,1.579116667,0.282970982
2011,LA2W-EAME002,EAME,LA-2W,1/1/2011,5/25/2011,1,4,SURVIVE,1,1,NTLG,BH,Control,Brome,Spray/Seed,-1.080776917,1.48221073,-0.480681631,-1.029344622,-0.831179687,-0.710548686,-0.496973053,-0.369340324,-1.170201675,-1.000511137,-0.559114957,-0.539099606,1.097183619,-0.307718701,-0.653920115,-0.174469596,-0.779274271,1.579116667,0.282970982
2011,LA2W-EAME002,EAME,LA-2W,1/1/2011,5/28/2011,2,3,SURVIVE,1,1,NTLG,BH,Control,Brome,Spray/Seed,-0.901356817,1.48221073,-0.480681631,-1.029344622,-0.831179687,-0.710548686,-0.496973053,-0.369340324,-1.170201675,-1.000511137,-0.559114957,-0.539099606,1.097183619,-0.307718701,-0.653920115,-0.174469596,-0.779274271,1.579116667,0.282970982
2011,LA2W-EAME002,EAME,LA-2W,1/1/2011,5/30/2011,3,2,SURVIVE,1,1,NTLG,BH,Control,Brome,Spray/Seed,-0.781743417,1.48221073,-0.480681631,-1.029344622,-0.831179687,-0.710548686,-0.496973053,-0.369340324,-1.170201675,-1.000511137,-0.559114957,-0.539099606,1.097183619,-0.307718701,-0.653920115,-0.174469596,-0.779274271,1.579116667,0.282970982
2011,LA2W-EAME002,EAME,LA-2W,1/1/2011,6/3/2011,4,4,SURVIVE,1,1,NTLG,BH,Control,Brome,Spray/Seed,-0.542516617,1.48221073,-0.480681631,-1.029344622,-0.831179687,-0.710548686,-0.496973053,-0.369340324,-1.170201675,-1.000511137,-0.559114957,-0.539099606,1.097183619,-0.307718701,-0.653920115,-0.174469596,-0.779274271,1.579116667,0.282970982
2011,LA2W-EAME002,EAME,LA-2W,1/1/2011,6/4/2011,5,1,SURVIVE,1,1,NTLG,BH,Control,Brome,Spray/Seed,-0.482709917,1.48221073,-0.480681631,-1.029344622,-0.831179687,-0.710548686,-0.496973053,-0.369340324,-1.170201675,-1.000511137,-0.559114957,-0.539099606,1.097183619,-0.307718701,-0.653920115,-0.174469596,-0.779274271,1.579116667,0.282970982
2011,LM2-EAME1,EAME,LM-2,1/1/2011,5/21/2011,1,5,SURVIVE,1,1,EGG,KEW,Control,Brome,Control,-1.320003717,-1.362194592,1.488029383,0.077781684,-0.210456781,-0.710548686,-1.153570017,2.428084325,-1.170201675,-1.000511137,1.596876956,0.205025619,-0.88437162,-0.92946985,1.626363465,-0.622639618,3.067201216,1.788606509,-0.257668003
2011,LM2-EAME1,EAME,LM-2,1/1/2011,5/27/2011,2,6,SURVIVE,1,1,NTLG,KEW,Control,Brome,Control,-0.961163517,-1.362194592,1.488029383,0.077781684,-0.210456781,-0.710548686,-1.153570017,2.428084325,-1.170201675,-1.000511137,1.596876956,0.205025619,-0.88437162,-0.92946985,1.626363465,-0.622639618,3.067201216,1.788606509,-0.257668003
2011,LM2-EAME1,EAME,LM-2,1/1/2011,6/1/2011,3,5,FAIL,0,1,NTLG,KEW,Control,Brome,Control,-0.662130017,-1.362194592,1.488029383,0.077781684,-0.210456781,-0.710548686,-1.153570017,2.428084325,-1.170201675,-1.000511137,1.596876956,0.205025619,-0.88437162,-0.92946985,1.626363465,-0.622639618,3.067201216,1.788606509,-0.257668003
2011,LM2-EAME2,EAME,LM-2,1/1/2011,6/20/2011,1,7,SURVIVE,1,1,EGG,KEW,Control,Brome,Control,0.474197284,-0.450556852,-0.480681631,0.742057467,0.906844451,-0.710548686,-1.153570017,2.428084325,-1.170201675,-1.000511137,1.596876956,0.205025619,-0.88437162,-0.92946985,1.626363465,-0.622639618,3.067201216,1.788606509,-0.257668003
2011,LM2-EAME2,EAME,LM-2,1/1/2011,6/24/2011,2,4,SURVIVE,1,1,EGG,KEW,Control,Brome,Control,0.713424084,-0.450556852,-0.480681631,0.742057467,0.906844451,-0.710548686,-1.153570017,2.428084325,-1.170201675,-1.000511137,1.596876956,0.205025619,-0.88437162,-0.92946985,1.626363465,-0.622639618,3.067201216,1.788606509,-0.257668003
2011,LM2-EAME2,EAME,LM-2,1/1/2011,6/27/2011,3,3,SURVIVE,1,1,NTLG,KEW,Control,Brome,Control,0.892844185,-0.450556852,-0.480681631,0.742057467,0.906844451,-0.710548686,-1.153570017,2.428084325,-1.170201675,-1.000511137,1.596876956,0.205025619,-0.88437162,-0.92946985,1.626363465,-0.622639618,3.067201216,1.788606509,-0.257668003
2011,LM2-EAME2,EAME,LM-2,1/1/2011,7/1/2011,4,4,FAIL,0,1,NTLG,KEW,Control,Brome,Control,1.132070985,-0.450556852,-0.480681631,0.742057467,0.906844451,-0.710548686,-1.153570017,2.428084325,-1.170201675,-1.000511137,1.596876956,0.205025619,-0.88437162,-0.92946985,1.626363465,-0.622639618,3.067201216,1.788606509,-0.257668003
2011,MM1N-MODO1,MODO,MM-1N,1/1/2011,6/4/2011,1,4,SURVIVE,1,1,EGG,KEW,Control,Native,Spray/Seed,-0.482709917,-1.010169208,-0.480681631,0.963482728,-0.210456781,2.122169203,0.520520554,-0.992474027,-1.170201675,-1.000511137,-0.744338729,-2.977019568,0.994473529,-0.127713906,-0.583866243,-0.797922095,-0.97867183,-0.537071887,-1.168406366
2011,MM1N-MODO1,MODO,MM-1N,1/1/2011,6/8/2011,2,4,SURVIVE,1,1,EGG,KEW,Control,Native,Spray/Seed,-0.243483116,-1.010169208,-0.480681631,0.963482728,-0.210456781,2.122169203,0.520520554,-0.992474027,-1.170201675,-1.000511137,-0.744338729,-2.977019568,0.994473529,-0.127713906,-0.583866243,-0.797922095,-0.97867183,-0.537071887,-1.168406366
2011,MM1N-MODO1,MODO,MM-1N,1/1/2011,6/13/2011,3,5,SURVIVE,1,1,NTLG,KEW,Control,Native,Spray/Seed,0.055550384,-1.010169208,-0.480681631,0.963482728,-0.210456781,2.122169203,0.520520554,-0.992474027,-1.170201675,-1.000511137,-0.744338729,-2.977019568,0.994473529,-0.127713906,-0.583866243,-0.797922095,-0.97867183,-0.537071887,-1.168406366
2011,MM1N-MODO1,MODO,MM-1N,1/1/2011,6/15/2011,4,2,SURVIVE,1,1,NTLG,KEW,Control,Native,Spray/Seed,0.175163784,-1.010169208,-0.480681631,0.963482728,-0.210456781,2.122169203,0.520520554,-0.992474027,-1.170201675,-1.000511137,-0.744338729,-2.977019568,0.994473529,-0.127713906,-0.583866243,-0.797922095,-0.97867183,-0.537071887,-1.168406366
2011,MM1N-MODO1,MODO,MM-1N,1/1/2011,6/17/2011,5,2,SURVIVE,1,1,NTLG,KEW,Control,Native,Spray/Seed,0.294777184,-1.010169208,-0.480681631,0.963482728,-0.210456781,2.122169203,0.520520554,-0.992474027,-1.170201675,-1.000511137,-0.744338729,-2.977019568,0.994473529,-0.127713906,-0.583866243,-0.797922095,-0.97867183,-0.537071887,-1.168406366
2011,MM1N-MODO1,MODO,MM-1N,1/1/2011,6/20/2011,6,3,SURVIVE,1,1,NTLG,KEW,Control,Native,Spray/Seed,0.474197284,-1.010169208,-0.480681631,0.963482728,-0.210456781,2.122169203,0.520520554,-0.992474027,-1.170201675,-1.000511137,-0.744338729,-2.977019568,0.994473529,-0.127713906,-0.583866243,-0.797922095,-0.97867183,-0.537071887,-1.168406366
2011,MM1N-MODO1,MODO,MM-1N,1/1/2011,6/24/2011,7,4,SURVIVE,1,1,NTLG,KEW,Control,Native,Spray/Seed,0.713424084,-1.010169208,-0.480681631,0.963482728,-0.210456781,2.122169203,0.520520554,-0.992474027,-1.170201675,-1.000511137,-0.744338729,-2.977019568,0.994473529,-0.127713906,-0.583866243,-0.797922095,-0.97867183,-0.537071887,-1.168406366
2011,MM1N-MODO1,MODO,MM-1N,1/1/2011,6/27/2011,8,3,SURVIVE,1,1,NTLG,KEW,Control,Native,Spray/Seed,0.892844185,-1.010169208,-0.480681631,0.963482728,-0.210456781,2.122169203,0.520520554,-0.992474027,-1.170201675,-1.000511137,-0.744338729,-2.977019568,0.994473529,-0.127713906,-0.583866243,-0.797922095,-0.97867183,-0.537071887,-1.168406366
2011,MM2S-EAME1,EAME,MM-2S,1/1/2011,6/4/2011,1,4,SURVIVE,1,1,NTLG,KEW,Control,Brome,Control,-0.482709917,-1.52762355,-0.480681631,-0.586494099,0.906844451,-0.710548686,1.359929306,-1.477360022,-1.170201675,-1.000511137,0.248130994,-1.263835309,1.041701641,-0.92946985,-0.31758045,0.754467266,-0.919764976,-0.850553648,-1.050924442
2011,MM2S-EAME1,EAME,MM-2S,1/1/2011,6/6/2011,2,2,SURVIVE,1,1,NTLG,KEW,Control,Brome,Control,-0.363096517,-1.52762355,-0.480681631,-0.586494099,0.906844451,-0.710548686,1.359929306,-1.477360022,-1.170201675,-1.000511137,0.248130994,-1.263835309,1.041701641,-0.92946985,-0.31758045,0.754467266,-0.919764976,-0.850553648,-1.050924442
2011,MM2S-EAME1,EAME,MM-2S,1/1/2011,6/7/2011,3,1,SURVIVE,1,1,NTLG,KEW,Control,Brome,Control,-0.303289816,-1.52762355,-0.480681631,-0.586494099,0.906844451,-0.710548686,1.359929306,-1.477360022,-1.170201675,-1.000511137,0.248130994,-1.263835309,1.041701641,-0.92946985,-0.31758045,0.754467266,-0.919764976,-0.850553648,-1.050924442
2011,MM2S-EAME1,EAME,MM-2S,1/1/2011,6/8/2011,4,1,SURVIVE,1,1,NTLG,KEW,Control,Brome,Control,-0.243483116,-1.52762355,-0.480681631,-0.586494099,0.906844451,-0.710548686,1.359929306,-1.477360022,-1.170201675,-1.000511137,0.248130994,-1.263835309,1.041701641,-0.92946985,-0.31758045,0.754467266,-0.919764976,-0.850553648,-1.050924442
2011,MM2S-EAME1,EAME,MM-2S,1/1/2011,6/9/2011,5,1,SURVIVE,1,1,NTLG,KEW,Control,Brome,Control,-0.183676416,-1.52762355,-0.480681631,-0.586494099,0.906844451,-0.710548686,1.359929306,-1.477360022,-1.170201675,-1.000511137,0.248130994,-1.263835309,1.041701641,-0.92946985,-0.31758045,0.754467266,-0.919764976,-0.850553648,-1.050924442
2011,MM2S-EAME1,EAME,MM-2S,1/1/2011,6/10/2011,6,1,SURVIVE,1,1,NTLG,KEW,Control,Brome,Control,-0.123869716,-1.52762355,-0.480681631,-0.586494099,0.906844451,-0.710548686,1.359929306,-1.477360022,-1.170201675,-1.000511137,0.248130994,-1.263835309,1.041701641,-0.92946985,-0.31758045,0.754467266,-0.919764976,-0.850553648,-1.050924442
2011,MM2S-EAME1,EAME,MM-2S,1/1/2011,6/13/2011,7,3,SURVIVE,1,1,NTLG,KEW,Control,Brome,Control,0.055550384,-1.52762355,-0.480681631,-0.586494099,0.906844451,-0.710548686,1.359929306,-1.477360022,-1.170201675,-1.000511137,0.248130994,-1.263835309,1.041701641,-0.92946985,-0.31758045,0.754467266,-0.919764976,-0.850553648,-1.050924442
2011,MM2S-EAME2,EAME,MM-2S,1/1/2011,6/4/2011,1,4,SURVIVE,1,1,EGG,KEW,Control,Brome,Control,-0.482709917,0.717445452,-0.480681631,1.40633325,0.906844451,-0.710548686,1.359929306,-1.477360022,-1.170201675,-1.000511137,0.248130994,-1.263835309,1.041701641,-0.92946985,-0.31758045,0.754467266,-0.919764976,-0.850553648,-1.050924442
2011,MM2S-EAME2,EAME,MM-2S,1/1/2011,6/8/2011,2,4,SURVIVE,1,1,NTLG,KEW,Control,Brome,Control,-0.243483116,0.717445452,-0.480681631,1.40633325,0.906844451,-0.710548686,1.359929306,-1.477360022,-1.170201675,-1.000511137,0.248130994,-1.263835309,1.041701641,-0.92946985,-0.31758045,0.754467266,-0.919764976,-0.850553648,-1.050924442
